timestamp,ratemid
41182.73759,1.284715
41182.73785,1.284755
41182.73791,1.284705
41182.73792,1.284745
41182.73824,1.284795
41182.73825,1.284755
41182.73857,1.284735
41182.7389,1.284785
41182.73891,1.284735
41182.73923,1.284775
41182.73924,1.284735
41182.73942,1.284785
41182.73956,1.284805
41182.73957,1.284785
41182.73983,1.284775
41182.73984,1.284765
41182.73989,1.284805
41182.7399,1.284765
41182.74022,1.284755
41182.74023,1.284795
41182.74023,1.284805
41182.74025,1.284795
41182.74046,1.284775
41182.74046,1.284795
41182.74076,1.284805
41182.74096,1.284785
41182.74097,1.284805
41182.74108,1.284785
41182.74109,1.284805
41182.74121,1.284785
41182.74122,1.284805
41182.74126,1.284785
41182.74126,1.284805
41182.7413,1.284785
41182.74132,1.284805
41182.74135,1.284785
41182.74135,1.284805
41182.74154,1.284795
41182.74155,1.284805
41182.7416,1.284795
41182.74162,1.284775
41182.74162,1.284795
41182.74163,1.284775
41182.74164,1.284795
41182.74165,1.284775
41182.74165,1.284795
41182.74185,1.284775
41182.74186,1.284795
41182.74187,1.284805
41182.742,1.284785
41182.74201,1.284805
41182.74211,1.284795
41182.7422,1.284775
41182.74221,1.284795
41182.74235,1.284775
41182.74236,1.284795
41182.74246,1.284805
41182.74269,1.284785
41182.7427,1.284775
41182.7427,1.284795
41182.74285,1.284805
41182.74286,1.284795
41182.74287,1.284805
41182.74334,1.284785
41182.74335,1.284795
41182.74352,1.284805
41182.74353,1.284795
41182.7436,1.284805
41182.74383,1.284795
41182.74384,1.284785
41182.74384,1.284805
41182.74389,1.284785
41182.7439,1.284805
41182.74396,1.284795
41182.74396,1.284805
41182.74409,1.284785
41182.7441,1.284805
41182.74411,1.284795
41182.74413,1.284775
41182.74414,1.284795
41182.7442,1.284785
41182.7442,1.284795
41182.74435,1.284785
41182.74446,1.284795
41182.74447,1.284775
41182.74448,1.284795
41182.74451,1.284775
41182.74451,1.284795
41182.74457,1.284775
41182.74458,1.284765
41182.74458,1.284785
41182.74462,1.284765
41182.74463,1.284785
41182.74465,1.284795
41182.7447,1.284785
41182.74472,1.284765
41182.74474,1.284785
41182.74482,1.284765
41182.74484,1.284785
41182.74492,1.284765
41182.74492,1.284785
41182.74494,1.284765
41182.74494,1.284785
41182.74494,1.284765
41182.74495,1.284785
41182.74517,1.284765
41182.74517,1.284795
41182.7454,1.284775
41182.74541,1.284785
41182.74548,1.284775
41182.74548,1.284785
41182.74548,1.284765
41182.74549,1.284785
41182.74552,1.284765
41182.74553,1.284785
41182.74564,1.284775
41182.74564,1.284785
41182.74585,1.284775
41182.74597,1.284765
41182.74598,1.284775
41182.74598,1.284785
41182.74599,1.284755
41182.746,1.284775
41182.74677,1.284845
41182.74677,1.284855
41182.74788,1.284895
41182.74789,1.284905
41182.7479,1.284895
41182.7479,1.284885
41182.74791,1.284895
41182.74792,1.284905
41182.74819,1.284885
41182.7482,1.284905
41182.74827,1.284885
41182.74828,1.284905
41182.74836,1.284935
41182.74852,1.284945
41182.74852,1.284935
41182.74857,1.284945
41182.74858,1.284935
41182.7486,1.284905
41182.7486,1.284935
41182.74866,1.284975
41182.74869,1.284935
41182.74871,1.284905
41182.74871,1.284935
41182.74873,1.284905
41182.74875,1.284935
41182.74935,1.284945
41182.74935,1.284935
41182.74941,1.284905
41182.74942,1.284935
41182.74982,1.284975
41182.74986,1.284955
41182.74987,1.284945
41182.7499,1.284895
41182.74991,1.284945
41182.75001,1.284925
41182.75001,1.284935
41182.75006,1.284965
41182.75006,1.284885
41182.75006,1.284965
41182.75007,1.284975
41182.75007,1.284995
41182.75008,1.284965
41182.7501,1.284975
41182.7501,1.284955
41182.75011,1.284965
41182.75011,1.284955
41182.75012,1.284965
41182.75013,1.284955
41182.75013,1.284975
41182.75014,1.284985
41182.75015,1.284975
41182.75016,1.284985
41182.75016,1.284965
41182.75017,1.284975
41182.75019,1.284945
41182.75019,1.284965
41182.75021,1.284945
41182.75022,1.284905
41182.75022,1.284945
41182.75024,1.284905
41182.75025,1.284945
41182.75028,1.284905
41182.75029,1.284945
41182.75033,1.284895
41182.75034,1.284945
41182.75039,1.284895
41182.75039,1.284945
41182.75041,1.284935
41182.75054,1.284945
41182.7506,1.284935
41182.75062,1.284895
41182.75063,1.284935
41182.75071,1.284845
41182.75072,1.284945
41182.75072,1.284825
41182.75074,1.284835
41182.75074,1.284845
41182.75074,1.284825
41182.75075,1.284835
41182.75075,1.284945
41182.75076,1.284845
41182.75076,1.284925
41182.75077,1.284935
41182.75078,1.284905
41182.75079,1.284935
41182.7508,1.284945
41182.75081,1.284935
41182.75082,1.284945
41182.75083,1.284935
41182.75086,1.284905
41182.75086,1.284925
41182.75086,1.284905
41182.7509,1.284925
41182.75091,1.284935
41182.75101,1.284925
41182.75102,1.284905
41182.75102,1.284925
41182.75105,1.284945
41182.75113,1.284925
41182.75113,1.284945
41182.7514,1.284955
41182.7514,1.284945
41182.75146,1.284955
41182.75146,1.284945
41182.75169,1.284885
41182.7517,1.284925
41182.75171,1.284935
41182.75183,1.284895
41182.75184,1.284935
41182.7524,1.284945
41182.75252,1.284965
41182.75323,1.284975
41182.75325,1.284965
41182.75326,1.284975
41182.75359,1.284965
41182.7536,1.284975
41182.75423,1.284995
41182.75423,1.285005
41182.75424,1.285015
41182.75424,1.284995
41182.75425,1.285005
41182.75426,1.285025
41182.75469,1.285035
41182.75471,1.285025
41182.7548,1.285005
41182.75481,1.285025
41182.75489,1.285005
41182.75489,1.285025
41182.75491,1.285005
41182.75492,1.285025
41182.75496,1.285015
41182.75497,1.285025
41182.755,1.285015
41182.75505,1.285005
41182.75513,1.285015
41182.75514,1.285005
41182.75532,1.285015
41182.75533,1.285005
41182.75533,1.285015
41182.75539,1.285005
41182.7554,1.285015
41182.75551,1.285025
41182.75552,1.285015
41182.75555,1.284985
41182.75555,1.284965
41182.75559,1.284985
41182.75559,1.284995
41182.7556,1.285005
41182.75561,1.285015
41182.75561,1.284995
41182.75561,1.285025
41182.75562,1.284995
41182.75562,1.284945
41182.75563,1.284985
41182.75563,1.284945
41182.75563,1.284905
41182.75564,1.284915
41182.75567,1.284905
41182.75568,1.284915
41182.75571,1.284895
41182.75571,1.284905
41182.75579,1.284825
41182.75579,1.284805
41182.7558,1.284835
41182.75581,1.284805
41182.75582,1.284835
41182.75584,1.284805
41182.75587,1.284825
41182.75599,1.284775
41182.756,1.284765
41182.75601,1.284755
41182.75602,1.284735
41182.75604,1.284705
41182.75605,1.284735
41182.75608,1.284755
41182.75609,1.284655
41182.75609,1.284755
41182.75612,1.284655
41182.75613,1.284755
41182.75614,1.284655
41182.75614,1.284755
41182.75618,1.284725
41182.75619,1.284735
41182.75619,1.284655
41182.7562,1.284715
41182.75621,1.284725
41182.75623,1.284705
41182.75623,1.284735
41182.75625,1.284725
41182.75633,1.284715
41182.75636,1.284695
41182.75638,1.284715
41182.75641,1.284705
41182.75652,1.284715
41182.75653,1.284705
41182.75654,1.284695
41182.75656,1.284705
41182.75659,1.284695
41182.7566,1.284705
41182.7568,1.284695
41182.7568,1.284705
41182.75681,1.284715
41182.75681,1.284725
41182.75682,1.284715
41182.75683,1.284705
41182.75683,1.284695
41182.75686,1.284705
41182.75688,1.284695
41182.75689,1.284705
41182.75689,1.284695
41182.75695,1.284705
41182.75701,1.284675
41182.75706,1.284625
41182.75708,1.284605
41182.75709,1.284625
41182.75709,1.284685
41182.75709,1.284695
41182.7571,1.284685
41182.7571,1.284695
41182.75712,1.284685
41182.75713,1.284695
41182.75715,1.284615
41182.75715,1.284605
41182.75717,1.284595
41182.75719,1.284605
41182.75719,1.284615
41182.75719,1.284625
41182.7572,1.284605
41182.7572,1.284615
41182.75724,1.284605
41182.75728,1.284595
41182.7573,1.284605
41182.75731,1.284555
41182.75732,1.284615
41182.75732,1.284605
41182.75745,1.284565
41182.75745,1.284625
41182.75747,1.284555
41182.75748,1.284625
41182.75775,1.284685
41182.75775,1.284625
41182.75777,1.284575
41182.75777,1.284625
41182.75793,1.284575
41182.75796,1.284565
41182.75796,1.284625
41182.75806,1.284495
41182.75807,1.284505
41182.75807,1.284485
41182.7581,1.284475
41182.7581,1.284535
41182.7581,1.284565
41182.75811,1.284585
41182.75817,1.284445
41182.75817,1.284495
41182.75818,1.284515
41182.75818,1.284555
41182.75855,1.284575
41182.75861,1.284555
41182.7589,1.284535
41182.7589,1.284515
41182.75891,1.284525
41182.75892,1.284515
41182.75902,1.284535
41182.75903,1.284555
41182.75904,1.284535
41182.75911,1.284555
41182.75914,1.284535
41182.75917,1.284575
41182.7592,1.284555
41182.7593,1.284575
41182.75932,1.284555
41182.75936,1.284605
41182.75937,1.284565
41182.75937,1.284545
41182.7594,1.284565
41182.75944,1.284545
41182.75944,1.284505
41182.75945,1.284525
41182.75945,1.284505
41182.75946,1.284525
41182.75949,1.284485
41182.7595,1.284515
41182.75951,1.284535
41182.75952,1.284555
41182.75953,1.284575
41182.75953,1.284555
41182.75956,1.284535
41182.75957,1.284515
41182.75957,1.284545
41182.75958,1.284535
41182.75958,1.284575
41182.7596,1.284555
41182.7596,1.284585
41182.75963,1.284605
41182.75967,1.284585
41182.75968,1.284605
41182.75969,1.284585
41182.7597,1.284595
41182.75973,1.284575
41182.75973,1.284585
41182.75976,1.284575
41182.75976,1.284585
41182.75983,1.284575
41182.75984,1.284585
41182.75984,1.284575
41182.75985,1.284585
41182.75986,1.284565
41182.75987,1.284545
41182.75987,1.284575
41182.75991,1.284555
41182.75991,1.284545
41182.75995,1.284525
41182.75998,1.284505
41182.76002,1.284545
41182.76003,1.284525
41182.76005,1.284505
41182.76005,1.284525
41182.76009,1.284535
41182.76018,1.284555
41182.76019,1.284575
41182.76021,1.284555
41182.76027,1.284585
41182.76028,1.284605
41182.76028,1.284585
41182.76041,1.284555
41182.76041,1.284585
41182.76042,1.284575
41182.76042,1.284585
41182.76043,1.284605
41182.76043,1.284585
41182.76046,1.284575
41182.76046,1.284585
41182.76046,1.284595
41182.7605,1.284585
41182.76051,1.284575
41182.76052,1.284585
41182.76053,1.284605
41182.76054,1.284585
41182.76061,1.284605
41182.76063,1.284585
41182.76063,1.284605
41182.76064,1.284585
41182.76066,1.284605
41182.76066,1.284585
41182.76079,1.284575
41182.76079,1.284695
41182.76079,1.284685
41182.76081,1.284615
41182.76082,1.284625
41182.76082,1.284685
41182.76083,1.284675
41182.76083,1.284685
41182.76083,1.284645
41182.76084,1.284615
41182.76084,1.284625
41182.76085,1.284605
41182.76085,1.284625
41182.76085,1.284565
41182.76086,1.284525
41182.76086,1.284515
41182.76088,1.284575
41182.76088,1.284595
41182.76089,1.284565
41182.76089,1.284605
41182.76089,1.284585
41182.7609,1.284605
41182.7609,1.284595
41182.76091,1.284605
41182.76092,1.284595
41182.76095,1.284585
41182.76097,1.284595
41182.76098,1.284585
41182.76098,1.284605
41182.76098,1.284585
41182.76099,1.284605
41182.761,1.284595
41182.761,1.284575
41182.761,1.284595
41182.76101,1.284615
41182.76102,1.284595
41182.76103,1.284615
41182.76104,1.284595
41182.76104,1.284605
41182.76105,1.284595
41182.76105,1.284725
41182.76106,1.284865
41182.76106,1.284875
41182.76106,1.284905
41182.76108,1.284735
41182.7611,1.284745
41182.7612,1.284735
41182.76126,1.284755
41182.76131,1.284715
41182.76132,1.284705
41182.76132,1.284715
41182.76133,1.284725
41182.76134,1.284715
41182.76147,1.284705
41182.76148,1.284725
41182.76148,1.284715
41182.7615,1.284725
41182.76151,1.284715
41182.76157,1.284725
41182.76158,1.284715
41182.76159,1.284725
41182.76161,1.284715
41182.76167,1.284705
41182.76169,1.284715
41182.76169,1.284705
41182.76172,1.284715
41182.76173,1.284705
41182.76176,1.284715
41182.76177,1.284725
41182.76177,1.284695
41182.76178,1.284685
41182.76178,1.284695
41182.76183,1.284685
41182.76184,1.284695
41182.76188,1.284685
41182.76189,1.284695
41182.76192,1.284655
41182.76192,1.284695
41182.76193,1.284675
41182.76194,1.284695
41182.76195,1.284705
41182.76196,1.284675
41182.76196,1.284705
41182.76196,1.284675
41182.762,1.284655
41182.762,1.284635
41182.76201,1.284655
41182.76202,1.284635
41182.76204,1.284655
41182.76207,1.284745
41182.76207,1.284765
41182.76208,1.284685
41182.76209,1.284705
41182.76209,1.284695
41182.76211,1.284705
41182.76218,1.284725
41182.76222,1.284705
41182.76223,1.284725
41182.76228,1.284715
41182.7623,1.284725
41182.76235,1.284705
41182.76237,1.284675
41182.76237,1.284635
41182.76237,1.284655
41182.76238,1.284635
41182.76239,1.284655
41182.76239,1.284635
41182.76239,1.284655
41182.76241,1.284635
41182.76242,1.284655
41182.76243,1.284635
41182.76244,1.284655
41182.76246,1.284675
41182.76247,1.284695
41182.76247,1.284685
41182.76248,1.284705
41182.76248,1.284695
41182.7626,1.284715
41182.76262,1.284695
41182.76262,1.284635
41182.76262,1.284625
41182.76263,1.284675
41182.76266,1.284755
41182.76268,1.284725
41182.76268,1.284735
41182.76268,1.284675
41182.76269,1.284695
41182.76269,1.284715
41182.7627,1.284685
41182.7627,1.284695
41182.76274,1.284675
41182.76284,1.284645
41182.76286,1.284665
41182.76287,1.284645
41182.76287,1.284665
41182.76299,1.284685
41182.76303,1.284665
41182.7631,1.284685
41182.76311,1.284645
41182.76311,1.284665
41182.76312,1.284645
41182.76314,1.284755
41182.76342,1.284765
41182.76344,1.284735
41182.76345,1.284765
41182.76346,1.284795
41182.76348,1.284785
41182.76348,1.284855
41182.76354,1.284755
41182.7637,1.284775
41182.76375,1.284755
41182.76392,1.284775
41182.76393,1.284795
41182.76393,1.284785
41182.7641,1.284805
41182.76411,1.284795
41182.76418,1.284805
41182.76419,1.284795
41182.76425,1.284785
41182.76426,1.284755
41182.76426,1.284735
41182.76443,1.284755
41182.76456,1.284735
41182.76457,1.284745
41182.76464,1.284795
41182.76465,1.284815
41182.76466,1.284795
41182.76466,1.284815
41182.76473,1.284805
41182.76474,1.284815
41182.76478,1.284805
41182.76479,1.284815
41182.76484,1.284795
41182.76485,1.284805
41182.76486,1.284815
41182.76488,1.284825
41182.7649,1.284815
41182.76513,1.284795
41182.76513,1.284805
41182.76513,1.284795
41182.76514,1.284815
41182.76523,1.284825
41182.76524,1.284815
41182.76526,1.284795
41182.76527,1.284815
41182.76533,1.284825
41182.76536,1.284835
41182.76537,1.284825
41182.76548,1.284805
41182.76548,1.284795
41182.76548,1.284805
41182.76564,1.284795
41182.76572,1.284825
41182.76572,1.284815
41182.76573,1.284805
41182.76592,1.284815
41182.76593,1.284805
41182.76609,1.284855
41182.76611,1.284865
41182.76611,1.284875
41182.76618,1.284895
41182.76619,1.284935
41182.76626,1.284955
41182.76627,1.284945
41182.76644,1.284935
41182.76648,1.284945
41182.76652,1.284955
41182.76663,1.284965
41182.76663,1.284995
41182.76664,1.284985
41182.76687,1.284955
41182.7669,1.284995
41182.76691,1.285005
41182.767,1.284995
41182.767,1.285005
41182.76726,1.284995
41182.76727,1.285005
41182.76738,1.284995
41182.76739,1.285005
41182.76741,1.284995
41182.76741,1.284955
41182.76742,1.284975
41182.76747,1.285005
41182.76748,1.284985
41182.76757,1.284995
41182.76758,1.285005
41182.76758,1.284995
41182.76761,1.284975
41182.76761,1.284885
41182.76762,1.284905
41182.76762,1.284885
41182.76763,1.284895
41182.76765,1.284885
41182.76766,1.284895
41182.76776,1.284885
41182.76777,1.284895
41182.76787,1.284885
41182.76788,1.284895
41182.76789,1.284885
41182.76807,1.284895
41182.76811,1.284885
41182.76812,1.284895
41182.76827,1.284885
41182.76828,1.284895
41182.76846,1.284885
41182.76846,1.284905
41182.76847,1.284925
41182.76855,1.284945
41182.76856,1.284935
41182.76865,1.284945
41182.76918,1.284935
41182.76924,1.284945
41182.76926,1.284915
41182.76927,1.284895
41182.76927,1.284865
41182.76928,1.284885
41182.7693,1.284905
41182.76931,1.284875
41182.76932,1.284865
41182.76938,1.284835
41182.7694,1.284825
41182.76954,1.284815
41182.76955,1.284825
41182.76959,1.284815
41182.76961,1.284825
41182.76962,1.284815
41182.76965,1.284805
41182.76966,1.284815
41182.76969,1.284805
41182.76969,1.284815
41182.76971,1.284805
41182.76971,1.284815
41182.76975,1.284805
41182.76978,1.284685
41182.76978,1.284675
41182.76979,1.284685
41182.76979,1.284695
41182.76981,1.284705
41182.76981,1.284695
41182.76982,1.284705
41182.76982,1.284695
41182.76984,1.284745
41182.76985,1.284755
41182.76986,1.284745
41182.76988,1.284735
41182.76988,1.284745
41182.76989,1.284755
41182.76994,1.284765
41182.77025,1.284755
41182.77025,1.284745
41182.77027,1.284755
41182.7704,1.284745
41182.77043,1.284755
41182.77044,1.284745
41182.77112,1.284755
41182.77115,1.284745
41182.7717,1.284655
41182.7717,1.284645
41182.77171,1.284655
41182.77175,1.284645
41182.77177,1.284665
41182.77177,1.284635
41182.77182,1.284645
41182.77185,1.284595
41182.77186,1.284525
41182.77187,1.284515
41182.77187,1.284525
41182.77188,1.284515
41182.7719,1.284525
41182.7719,1.284535
41182.77191,1.284545
41182.77192,1.284535
41182.77195,1.284495
41182.77195,1.284355
41182.77196,1.284395
41182.77196,1.284405
41182.77197,1.284395
41182.77197,1.284385
41182.77197,1.284375
41182.77198,1.284365
41182.77198,1.284375
41182.772,1.284385
41182.77201,1.284405
41182.77201,1.284345
41182.77201,1.284335
41182.77203,1.284255
41182.77203,1.284225
41182.77205,1.284165
41182.77205,1.284155
41182.77205,1.284145
41182.77208,1.284165
41182.77209,1.284195
41182.7721,1.284205
41182.7721,1.284225
41182.77213,1.284235
41182.77213,1.284225
41182.77214,1.284235
41182.77215,1.284225
41182.77218,1.284235
41182.77223,1.284225
41182.77224,1.284235
41182.77224,1.284225
41182.77224,1.284235
41182.77225,1.284225
41182.77226,1.284205
41182.77227,1.284195
41182.77227,1.284205
41182.77228,1.284195
41182.7723,1.284185
41182.7723,1.284155
41182.77231,1.284165
41182.77235,1.284155
41182.77236,1.284175
41182.77236,1.284205
41182.77237,1.284195
41182.77238,1.284215
41182.77238,1.284205
41182.77239,1.284215
41182.77239,1.284205
41182.7724,1.284195
41182.77242,1.284205
41182.77246,1.284215
41182.77251,1.284205
41182.77256,1.284185
41182.77257,1.284205
41182.77258,1.284195
41182.77259,1.284205
41182.77263,1.284215
41182.77263,1.284205
41182.77265,1.284195
41182.77265,1.284175
41182.77275,1.284165
41182.77278,1.284195
41182.77278,1.284235
41182.77282,1.284225
41182.77283,1.284195
41182.77283,1.284225
41182.77284,1.284235
41182.77284,1.284245
41182.77292,1.284255
41182.77302,1.284285
41182.77303,1.284275
41182.77303,1.284285
41182.77309,1.284275
41182.7731,1.284285
41182.77314,1.284275
41182.77314,1.284285
41182.77328,1.284315
41182.77328,1.284335
41182.7733,1.284365
41182.77331,1.284375
41182.77331,1.284385
41182.77334,1.284375
41182.77337,1.284395
41182.77338,1.284415
41182.77339,1.284395
41182.77339,1.284425
41182.77342,1.284445
41182.77347,1.284425
41182.77348,1.284335
41182.77351,1.284325
41182.77352,1.284315
41182.77352,1.284305
41182.77353,1.284295
41182.77381,1.284305
41182.77389,1.284315
41182.77389,1.284325
41182.7739,1.284355
41182.7739,1.284375
41182.77394,1.284395
41182.77394,1.284355
41182.77394,1.284365
41182.77396,1.284375
41182.774,1.284355
41182.77418,1.284335
41182.77438,1.284325
41182.77438,1.284315
41182.7744,1.284335
41182.7744,1.284355
41182.77442,1.284325
41182.77443,1.284285
41182.77443,1.284275
41182.77444,1.284305
41182.77444,1.284275
41182.77452,1.284265
41182.77452,1.284255
41182.77453,1.284265
41182.77453,1.284255
41182.77454,1.284275
41182.77454,1.284285
41182.77464,1.284275
41182.77465,1.284265
41182.77481,1.284245
41182.77483,1.284235
41182.77483,1.284275
41182.77483,1.284265
41182.77487,1.284275
41182.77493,1.284265
41182.77506,1.284275
41182.77514,1.284255
41182.77514,1.284225
41182.77525,1.284235
41182.77527,1.284225
41182.77532,1.284215
41182.77532,1.284205
41182.77533,1.284215
41182.77543,1.284205
41182.77544,1.284135
41182.77544,1.284125
41182.77544,1.284135
41182.77546,1.284125
41182.77547,1.284035
41182.77547,1.284045
41182.77547,1.284035
41182.77548,1.284045
41182.77548,1.284035
41182.77549,1.284055
41182.7755,1.284065
41182.77552,1.284055
41182.77555,1.284065
41182.77556,1.284045
41182.77558,1.284055
41182.77565,1.284005
41182.77565,1.283975
41182.77566,1.283955
41182.77569,1.283965
41182.77569,1.283955
41182.77569,1.283945
41182.77572,1.283955
41182.77578,1.283945
41182.77582,1.283955
41182.77596,1.283945
41182.77596,1.283915
41182.77597,1.283885
41182.77606,1.283875
41182.7761,1.283865
41182.7761,1.283805
41182.77611,1.283785
41182.77612,1.283775
41182.77613,1.283735
41182.77615,1.283775
41182.77615,1.283805
41182.77615,1.283785
41182.77616,1.283805
41182.77616,1.283785
41182.77617,1.283775
41182.77621,1.283785
41182.77621,1.283765
41182.77622,1.283775
41182.77623,1.283795
41182.77623,1.283785
41182.77623,1.283805
41182.77624,1.283785
41182.77625,1.283775
41182.77634,1.283785
41182.77635,1.283745
41182.77638,1.283735
41182.77639,1.283715
41182.77639,1.283705
41182.77639,1.283725
41182.7764,1.283705
41182.77641,1.283685
41182.77641,1.283695
41182.77642,1.283685
41182.77643,1.283725
41182.77643,1.283735
41182.77643,1.283745
41182.77644,1.283785
41182.77644,1.283805
41182.77645,1.283785
41182.77645,1.283775
41182.77645,1.283765
41182.77646,1.283775
41182.77647,1.283805
41182.77647,1.283765
41182.77647,1.283775
41182.77648,1.283755
41182.77651,1.283775
41182.77652,1.283805
41182.77656,1.283795
41182.77659,1.283805
41182.7766,1.283795
41182.77662,1.283785
41182.77663,1.283805
41182.77663,1.283775
41182.77664,1.283805
41182.77665,1.283775
41182.77665,1.283795
41182.77666,1.283785
41182.77666,1.283795
41182.77668,1.283805
41182.77669,1.283795
41182.77669,1.283785
41182.7767,1.283795
41182.77671,1.283785
41182.77671,1.283795
41182.77673,1.283805
41182.77677,1.283795
41182.77678,1.283805
41182.77678,1.283825
41182.77694,1.283835
41182.77695,1.283845
41182.77711,1.283855
41182.77713,1.283885
41182.77713,1.283865
41182.77714,1.283845
41182.77716,1.283855
41182.7772,1.283845
41182.77721,1.283855
41182.77721,1.283865
41182.77722,1.283885
41182.77722,1.283815
41182.77723,1.283775
41182.77729,1.283765
